adjectifs,ensembles des traits morpho,catégorie
tigré,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
timide,"{'s', 'p'}",Varie en nombre
timorais,"{'m', 'fp', 'fs'}",Varie en genre et en nombre au féminin et ne varie pas en nombre au masculin
tiré par les cheveux,"{'mp', 'ms', 'fp', 'fs'}",Varie en genre et en nombre
tissulaire,"{'s', 'p'}",Varie en nombre
titanesque,"{'s', 'p'}",Varie en nombre
titanien,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
titanique,"{'s', 'p'}",Varie en nombre
titiste,"{'s', 'p'}",Varie en nombre
titrisé,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
titubant,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
titulaire,"{'s', 'p'}",Varie en nombre
tiède,"{'s', 'p'}",Varie en nombre
togolais,"{'m', 'fp', 'fs'}",Varie en genre et en nombre au féminin et ne varie pas en nombre au masculin
tolérable,"{'s', 'p'}",Varie en nombre
tolérant,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
tombant,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
tomentelleux,"{'fp', 'm', 'fs'}",Varie en genre et en nombre au féminin et ne varie pas en nombre au masculin
tomenteux,"{'fp', 'm', 'fs'}",Varie en genre et en nombre au féminin et ne varie pas en nombre au masculin
tonal,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
tonifiant,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
tonitruant,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
tonnant,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
top down,{''},Ne varie pas en genre et en nombre
topique,"{'s', 'p'}",Varie en nombre
topographique,"{'s', 'p'}",Varie en nombre
topologique,"{'s', 'p'}",Varie en nombre
toponymique,"{'s', 'p'}",Varie en nombre
torpide,"{'s', 'p'}",Varie en nombre
torrentiel,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
torrentueux,"{'fp', 'm', 'fs'}",Varie en genre et en nombre au féminin et ne varie pas en nombre au masculin
torride,"{'s', 'p'}",Varie en nombre
torrijiste,"{'s', 'p'}",Varie en nombre
tortueux,"{'fp', 'm', 'fs'}",Varie en genre et en nombre au féminin et ne varie pas en nombre au masculin
torturant,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
torve,"{'s', 'p'}",Varie en nombre
total,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
totalisateur,"{'mp', 'ms', 'fp', 'fs'}",Varie en genre et en nombre
totalitaire,"{'s', 'p'}",Varie en nombre
totémique,"{'s', 'p'}",Varie en nombre
touareg,"{'s', 'p'}",Varie en nombre
touchant,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
touffu,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
toulonnais,"{'m', 'fp', 'fs'}",Varie en genre et en nombre au féminin et ne varie pas en nombre au masculin
toulousain,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
tourbeux,"{'fp', 'm', 'fs'}",Varie en genre et en nombre au féminin et ne varie pas en nombre au masculin
tourbillonnant,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
touristique,"{'s', 'p'}",Varie en nombre
tournant,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
tout,"{'mp', 'ms', 'fp', 'fs'}",Varie en genre et en nombre
tout-petit,"{'mp', 'ms', 'fp', 'fs'}",Varie en genre et en nombre
tout-en-un,{''},Ne varie pas en genre et en nombre
tout-puissant,"{'mp', 'ms', 'fp', 'fs'}",Varie en genre et en nombre
toxique,"{'s', 'p'}",Varie en nombre
traditionaliste,"{'s', 'p'}",Varie en nombre
traditionnel,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
traduisible,"{'s', 'p'}",Varie en nombre
tragique,"{'s', 'p'}",Varie en nombre
trail,"{'mp', 'ms'}",Varie en nombre
traitable,"{'s', 'p'}",Varie en nombre
traitant,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
tranchant,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
tranquille,"{'s', 'p'}",Varie en nombre
tranquillisant,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
transactionnel,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
transalpin,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
transatlantique,"{'s', 'p'}",Varie en nombre
transcendant,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
transcendantal,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
transcripteur,"{'mp', 'ms', 'fp', 'fs'}",Varie en genre et en nombre
transdisciplinaire,"{'s', 'p'}",Varie en nombre
transfini,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
transformable,"{'s', 'p'}",Varie en nombre
transfrontalier,"{'mp', 'ms', 'fp', 'fs'}",Varie en genre et en nombre
transfusionnel,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
transférable,"{'s', 'p'}",Varie en nombre
transgénique,"{'s', 'p'}",Varie en nombre
transhumant,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
transitif,"{'mp', 'ms', 'fp', 'fs'}",Varie en genre et en nombre
transitionel,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
transitoire,"{'s', 'p'}",Varie en nombre
translucide,"{'s', 'p'}",Varie en nombre
transmembranaire,"{'s', 'p'}",Varie en nombre
transmissible,"{'s', 'p'}",Varie en nombre
transmuable,"{'s', 'p'}",Varie en nombre
transocéanique,"{'s', 'p'}",Varie en nombre
transparent,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
transportable,"{'s', 'p'}",Varie en nombre
transposable,"{'s', 'p'}",Varie en nombre
transsaharien,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
transvaalien,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
transversal,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
transverse,"{'s', 'p'}",Varie en nombre
trapu,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
traumatique,"{'s', 'p'}",Varie en nombre
traumatisant,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
travailleur,"{'mp', 'ms', 'fp', 'fs'}",Varie en genre et en nombre
travailliste,"{'s', 'p'}",Varie en nombre
traversable,"{'s', 'p'}",Varie en nombre
travestissable,"{'s', 'p'}",Varie en nombre
traçant,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
traînant,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
traître,"{'s', 'p'}",Varie en nombre
treizième,"{'s', 'p'}",Varie en nombre
tremblant,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
tremblotant,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
trentième,"{'s', 'p'}",Varie en nombre
triangulaire,"{'s', 'p'}",Varie en nombre
tribal,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
triboélectrique,"{'s', 'p'}",Varie en nombre
tributaire,"{'s', 'p'}",Varie en nombre
tricentenaire,"{'s', 'p'}",Varie en nombre
tricolore,"{'s', 'p'}",Varie en nombre
tricorne,"{'s', 'p'}",Varie en nombre
tridimensionnel,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
triennal,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
trifoliolé,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
trigone,"{'s', 'p'}",Varie en nombre
trigonométrique,"{'s', 'p'}",Varie en nombre
trijambiste,"{'s', 'p'}",Varie en nombre
trilatéral,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
trilingue,"{'s', 'p'}",Varie en nombre
trilobé,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
trimestriel,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
trimère,"{'s', 'p'}",Varie en nombre
trinervé,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
triomphal,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
triomphaliste,"{'s', 'p'}",Varie en nombre
triomphant,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
tripartite,"{'s', 'p'}",Varie en nombre
triphasé,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
triple,"{'s', 'p'}",Varie en nombre
trisannuel,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
triste,"{'s', 'p'}",Varie en nombre
tristounet,"{'mp', 'ms', 'fp', 'fs'}",Varie en genre et en nombre
trivial,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
troisième,"{'s', 'p'}",Varie en nombre
trompeur,"{'mp', 'ms', 'fp', 'fs'}",Varie en genre et en nombre
trop,{''},Ne varie pas en genre et en nombre
tropical,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
tropophile,"{'s', 'p'}",Varie en nombre
trotskyste,"{'s', 'p'}",Varie en nombre
troublant,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
trouble,"{'s', 'p'}",Varie en nombre
troupier,"{'mp', 'ms', 'fp', 'fs'}",Varie en genre et en nombre
truculent,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
trébuchant,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
trépidant,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
tsariste,"{'s', 'p'}",Varie en nombre
tsotsi,"{'s', 'p'}",Varie en nombre
tswana,"{'s', 'p'}",Varie en nombre
tubulaire,"{'s', 'p'}",Varie en nombre
tubéreux,"{'fp', 'm', 'fs'}",Varie en genre et en nombre au féminin et ne varie pas en nombre au masculin
tumulaire,"{'s', 'p'}",Varie en nombre
tumultueux,"{'fp', 'm', 'fs'}",Varie en genre et en nombre au féminin et ne varie pas en nombre au masculin
tunisien,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
turbulent,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
turc,"{'mp', 'ms', 'fp', 'fs'}",Varie en genre et en nombre
turcophone,"{'s', 'p'}",Varie en nombre
turpide,"{'s', 'p'}",Varie en nombre
turquoise,"{'s', 'p'}",Varie en nombre
tutoral,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
tutsi,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
tutélaire,"{'s', 'p'}",Varie en nombre
typique,"{'s', 'p'}",Varie en nombre
typographique,"{'s', 'p'}",Varie en nombre
typologique,"{'s', 'p'}",Varie en nombre
tyrannique,"{'s', 'p'}",Varie en nombre
tégumentaire,"{'s', 'p'}",Varie en nombre
télescopique,"{'s', 'p'}",Varie en nombre
téléchargeable,"{'s', 'p'}",Varie en nombre
télégraphique,"{'s', 'p'}",Varie en nombre
télégénique,"{'s', 'p'}",Varie en nombre
télématique,"{'s', 'p'}",Varie en nombre
télépathique,"{'s', 'p'}",Varie en nombre
téléphonique,"{'s', 'p'}",Varie en nombre
télévisuel,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
télévisé,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
témoin,"{'s', 'p'}",Varie en nombre
téméraire,"{'s', 'p'}",Varie en nombre
ténu,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
tétragonal,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
tétragone,"{'s', 'p'}",Varie en nombre
tétramère,"{'s', 'p'}",Varie en nombre
tétraédrique,"{'s', 'p'}",Varie en nombre
tôlé,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
ubiquitaire,"{'s', 'p'}",Varie en nombre
ubuesque,"{'s', 'p'}",Varie en nombre
ukrainien,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
ultime,"{'s', 'p'}",Varie en nombre
ultraconservateur,"{'mp', 'ms', 'fp', 'fs'}",Varie en genre et en nombre
ultracourt,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
ultralibéral,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
ultraminoritaire,"{'s', 'p'}",Varie en nombre
ultramoderne,"{'s', 'p'}",Varie en nombre
ultranationaliste,"{'s', 'p'}",Varie en nombre
ultraviolet,"{'mp', 'ms', 'fp', 'fs'}",Varie en genre et en nombre
ultérieur,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
unanime,"{'s', 'p'}",Varie en nombre
uni,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
uniate,"{'s', 'p'}",Varie en nombre
unicaméral,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
unicolore,"{'s', 'p'}",Varie en nombre
unidimensionnel,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
unidirectionnel,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
unifoliolé,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
uniforme,"{'s', 'p'}",Varie en nombre
unilatéral,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
unilingue,"{'s', 'p'}",Varie en nombre
uniloculaire,"{'s', 'p'}",Varie en nombre
uninervé,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
unioniste,"{'s', 'p'}",Varie en nombre
uniovulé,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
unipare,"{'s', 'p'}",Varie en nombre
unipolaire,"{'s', 'p'}",Varie en nombre
unique,"{'s', 'p'}",Varie en nombre
unisexe,"{'s', 'p'}",Varie en nombre
unitaire,"{'s', 'p'}",Varie en nombre
universaliste,"{'s', 'p'}",Varie en nombre
universel,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
universitaire,"{'s', 'p'}",Varie en nombre
univoque,"{'s', 'p'}",Varie en nombre
urbain,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
urbanistique,"{'s', 'p'}",Varie en nombre
urbi et orbi,{''},Ne varie pas en genre et en nombre
urgent,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
urgentiste,"{'s', 'p'}",Varie en nombre
urinaire,"{'s', 'p'}",Varie en nombre
urique,"{'s', 'p'}",Varie en nombre
ursodésoxycholique,"{'s', 'p'}",Varie en nombre
urugayen,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
usant,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
usuel,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
usufructuaire,"{'s', 'p'}",Varie en nombre
usuraire,"{'s', 'p'}",Varie en nombre
usurpatoire,"{'s', 'p'}",Varie en nombre
utile,"{'s', 'p'}",Varie en nombre
utilisable,"{'s', 'p'}",Varie en nombre
utilitaire,"{'s', 'p'}",Varie en nombre
utopique,"{'s', 'p'}",Varie en nombre
utopiste,"{'s', 'p'}",Varie en nombre
utérin,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
vacant,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
vaccinal,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
vache,"{'s', 'p'}",Varie en nombre
vacillant,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
vaginal,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
vague,"{'s', 'p'}",Varie en nombre
vaillant,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
vain,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
vairon,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
valable,"{'s', 'p'}",Varie en nombre
valdôtain,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
valeureux,"{'fp', 'm', 'fs'}",Varie en genre et en nombre au féminin et ne varie pas en nombre au masculin
validable,"{'s', 'p'}",Varie en nombre
valide,"{'s', 'p'}",Varie en nombre
valorisant,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
valvaire,"{'s', 'p'}",Varie en nombre
valvulaire,"{'s', 'p'}",Varie en nombre
valvé,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
vanillé,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
vaniteux,"{'fp', 'm', 'fs'}",Varie en genre et en nombre au féminin et ne varie pas en nombre au masculin
vaporeux,"{'fp', 'm', 'fs'}",Varie en genre et en nombre au féminin et ne varie pas en nombre au masculin
variable,"{'s', 'p'}",Varie en nombre
variqueux,"{'fp', 'm', 'fs'}",Varie en genre et en nombre au féminin et ne varie pas en nombre au masculin
variétal,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
vasculaire,"{'s', 'p'}",Varie en nombre
vaseux,"{'fp', 'm', 'fs'}",Varie en genre et en nombre au féminin et ne varie pas en nombre au masculin
vasoconstricteur,"{'mp', 'ms', 'fp', 'fs'}",Varie en genre et en nombre
vasodilatateur,"{'mp', 'ms', 'fp', 'fs'}",Varie en genre et en nombre
vaste,"{'s', 'p'}",Varie en nombre
vaticane,"{'fp', 'fs'}",Varie en nombre
vaudouiste,"{'s', 'p'}",Varie en nombre
vectoriel,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
vegétal,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
veineux,"{'fp', 'm', 'fs'}",Varie en genre et en nombre au féminin et ne varie pas en nombre au masculin
veiné,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
velouté,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
velu,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
vendable,"{'s', 'p'}",Varie en nombre
vendéen,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
venimeux,"{'fp', 'm', 'fs'}",Varie en genre et en nombre au féminin et ne varie pas en nombre au masculin
venteux,"{'fp', 'm', 'fs'}",Varie en genre et en nombre au féminin et ne varie pas en nombre au masculin
ventilatoire,"{'s', 'p'}",Varie en nombre
ventral,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
ventriculaire,"{'s', 'p'}",Varie en nombre
ventripotent,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
ventru,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
verbal,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
verbeux,"{'fp', 'm', 'fs'}",Varie en genre et en nombre au féminin et ne varie pas en nombre au masculin
verdoyant,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
verdâtre,"{'s', 'p'}",Varie en nombre
vergeté,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
verglacé,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
verglaçant,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
vermeil,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
vermiculé,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
vernaculaire,"{'s', 'p'}",Varie en nombre
versatile,"{'s', 'p'}",Varie en nombre
verseur,"{'mp', 'ms', 'fp', 'fs'}",Varie en genre et en nombre
vert,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
vert de gris,{''},Ne varie pas en genre et en nombre
vertdegrisé,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
vertical,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
vertigineux,"{'fp', 'm', 'fs'}",Varie en genre et en nombre au féminin et ne varie pas en nombre au masculin
vertueux,"{'fp', 'm', 'fs'}",Varie en genre et en nombre au féminin et ne varie pas en nombre au masculin
vertébral,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
vestibulaire,"{'s', 'p'}",Varie en nombre
vestimentaire,"{'s', 'p'}",Varie en nombre
veule,"{'s', 'p'}",Varie en nombre
vexant,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
vexatoire,"{'s', 'p'}",Varie en nombre
viable,"{'s', 'p'}",Varie en nombre
viager,"{'mp', 'ms', 'fp', 'fs'}",Varie en genre et en nombre
vibrant,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
vibratile,"{'s', 'p'}",Varie en nombre
vibratoire,"{'s', 'p'}",Varie en nombre
vicieux,"{'fp', 'm', 'fs'}",Varie en genre et en nombre au féminin et ne varie pas en nombre au masculin
vicinal,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
victime,"{'s', 'p'}",Varie en nombre
victorien,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
victorieux,"{'fp', 'm', 'fs'}",Varie en genre et en nombre au féminin et ne varie pas en nombre au masculin
vide,"{'s', 'p'}",Varie en nombre
vieux,"{'m', 'fp', 'fs'}",Varie en genre et en nombre au féminin et ne varie pas en nombre au masculin
vieillissant,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
vieillot,"{'mp', 'ms', 'fp', 'fs'}",Varie en genre et en nombre
vierge,"{'s', 'p'}",Varie en nombre
vietnamien,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
vif,"{'mp', 'ms', 'fp', 'fs'}",Varie en genre et en nombre
vigilant,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
vigoureux,"{'fp', 'm', 'fs'}",Varie en genre et en nombre au féminin et ne varie pas en nombre au masculin
vil,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
vilain,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
villageois,"{'m', 'fp', 'fs'}",Varie en genre et en nombre au féminin et ne varie pas en nombre au masculin
villeux,"{'fp', 'm', 'fs'}",Varie en genre et en nombre au féminin et ne varie pas en nombre au masculin
vindicatif,"{'mp', 'ms', 'fp', 'fs'}",Varie en genre et en nombre
vineux,"{'fp', 'm', 'fs'}",Varie en genre et en nombre au féminin et ne varie pas en nombre au masculin
vingtième,"{'s', 'p'}",Varie en nombre
vinicole,"{'s', 'p'}",Varie en nombre
violacé,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
violent,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
violet,"{'mp', 'ms', 'fp', 'fs'}",Varie en genre et en nombre
viral,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
virginal,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
viril,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
virologique,"{'s', 'p'}",Varie en nombre
virtuel,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
virulent,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
virémique,"{'s', 'p'}",Varie en nombre
viscéral,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
visible,"{'s', 'p'}",Varie en nombre
visqueux,"{'fp', 'm', 'fs'}",Varie en genre et en nombre au féminin et ne varie pas en nombre au masculin
visuel,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
visuo-spatial,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
vital,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
viticole,"{'s', 'p'}",Varie en nombre
vitreux,"{'fp', 'm', 'fs'}",Varie en genre et en nombre au féminin et ne varie pas en nombre au masculin
vivable,"{'s', 'p'}",Varie en nombre
vivace,"{'s', 'p'}",Varie en nombre
vivant,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
vivifiant,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
vivrier,"{'mp', 'ms', 'fp', 'fs'}",Varie en genre et en nombre
vocal,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
voisin,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
volage,"{'s', 'p'}",Varie en nombre
volatil,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
volcanique,"{'s', 'p'}",Varie en nombre
volontaire,"{'s', 'p'}",Varie en nombre
volontariste,"{'s', 'p'}",Varie en nombre
voltairien,"{'mp', 'fp', 'ms', 'fs'}",Varie en genre et en nombre
voltaïque,"{'s', 'p'}",Varie en nombre
volubile,"{'s', 'p'}",Varie en nombre
volumineux,"{'fp', 'm', 'fs'}",Varie en genre et en nombre au féminin et ne varie pas en nombre au masculin
volumique,"{'s', 'p'}",Varie en nombre
volumétrique,"{'s', 'p'}",Varie en nombre
volémique,"{'s', 'p'}",Varie en nombre
